Mic,light,mQ135,temprature,humidity,situation
839,211,208,26,38,H
839,212,207,23,30,H
839,210,207,26,38,H
790,254,471,24,16,H
792,244,473,24,16,H
793,250,474,24,16,H
794,254,473,24,16,H
796,228,472,24,16,H
797,265,472,24,16,H
799,253,472,24,16,H
801,223,469,24,16,H
797,270,468,24,16,H
800,238,465,24,16,H
800,277,466,24,16,H
803,276,466,24,16,H
803,257,462,24,16,H
802,258,462,24,16,H
803,253,460,24,16,H
802,271,457,24,16,H
802,303,457,24,16,H
803,306,454,24,16,H
802,308,451,24,16,H
802,312,452,24,16,H
802,314,448,24,16,H
803,295,446,24,16,H
803,298,443,24,16,H
803,301,441,24,16,H
803,304,438,24,16,H
802,325,435,24,16,H
804,279,432,24,16,H
805,279,432,24,16,H
805,281,431,21,15,H
804,282,428,21,15,H
805,284,437,24,16,H
804,285,425,24,16,H
804,290,425,24,16,H
805,337,423,24,16,H
797,337,417,24,16,H
802,337,417,24,16,H
803,327,419,24,16,H
802,328,413,24,16,H
801,328,412,24,16,H
799,328,411,24,16,H
799,337,409,24,16,H
804,344,412,21,15,H
803,336,409,24,16,H
804,337,410,24,16,H
801,335,405,24,16,H
805,340,401,24,16,H
803,338,404,21,15,H
805,328,407,21,15,H
805,307,403,21,15,H
802,320,401,24,16,H
805,314,400,21,15,H
804,301,399,21,15,H
804,300,398,24,16,H
803,300,397,21,15,H
803,302,396,24,16,H
803,309,395,24,16,H
803,288,394,21,15,H
802,287,393,21,15,H
803,878,397,24,16,H
803,897,391,24,16,H
804,905,389,21,15,H
804,909,387,21,15,H
802,913,388,24,16,H
803,913,386,21,15,H
803,915,386,21,15,H
803,916,385,21,15,H
803,917,384,21,15,H
803,918,382,21,15,H
801,914,494,27,12,H
802,913,492,27,12,H
802,846,491,27,12,H
802,846,492,27,12,H
800,846,489,27,12,H
800,846,491,28,12,H
800,846,489,28,12,H
800,846,487,28,12,H
799,848,486,28,12,H
800,847,485,28,12,H
801,848,484,28,12,H
799,848,482,28,12,H
800,848,481,28,12,H
801,849,480,28,12,H
794,847,472,28,11,H
796,848,471,28,11,H
805,846,474,28,11,H
805,845,472,28,11,H
804,843,471,28,11,H
806,843,469,28,11,H
804,843,467,28,11,H
807,843,467,28,11,H
808,846,466,28,11,H
808,846,464,28,11,H
809,849,464,28,11,H
810,851,462,28,11,H
808,851,460,28,11,H
809,849,458,28,12,H
807,849,454,28,12,H
810,848,455,28,12,H
809,852,453,28,12,H
810,850,452,28,12,H
810,850,450,28,12,H
811,850,449,28,12,H
811,849,446,28,12,H
812,851,447,28,12,H
812,851,446,28,12,H
811,849,445,28,12,H
812,851,443,28,12,H
812,851,441,28,12,H
812,851,438,28,12,H
813,850,438,28,12,H
813,851,437,28,12,H
813,851,436,28,12,H
813,852,434,28,12,H
814,853,434,28,12,H
814,853,433,28,12,H
815,857,432,28,12,H
815,853,430,28,12,H
816,855,429,28,12,H
815,855,427,28,12,H
814,854,426,28,12,H
816,854,425,28,12,H
816,854,424,28,12,H
817,854,424,28,12,H
815,853,423,28,12,H
818,855,422,28,12,H
817,854,421,28,12,H
817,852,420,28,12,H
818,853,418,28,12,H
818,855,418,28,12,H
818,855,417,28,12,H
818,853,416,28,12,H
819,854,415,28,12,H
819,853,414,28,12,H
818,851,412,28,12,H
818,852,412,28,12,H
820,851,411,29,11,H
819,851,410,28,12,H
818,851,410,28,12,H
818,851,408,28,12,H
819,850,409,28,12,H
820,852,409,28,12,H
819,851,407,28,12,H
820,852,408,28,12,H
820,852,407,28,12,H
819,853,406,29,11,H
820,852,405,29,11,H
821,852,404,28,12,H
819,852,403,29,11,H
819,853,402,28,12,H
818,852,401,28,12,H
818,853,399,28,12,H
820,853,400,28,12,H
820,852,399,29,11,H
821,852,399,28,12,H
821,853,398,28,12,H
821,854,398,28,12,H
822,854,398,29,11,H
820,855,395,28,12,H
821,856,396,29,11,H
820,855,395,28,12,H
822,856,395,28,12,H
821,855,395,28,12,H
821,855,392,28,12,H
823,854,394,28,12,H
821,857,393,28,12,H
821,854,393,28,12,H
